ドメイン,DR,トラフィック,カテゴリー,Dofollowリンク数,リンク総数,競合実績,参考リンクページURL,リンクページタイトル,アンカーテキスト,初回発見日,最終確認日,優先度スコア
intloop.com,55.0,12498,その他,5,5,willgate,https://www.intloop.com/news/20250212/,INTLOOP経営メンバーの廣瀬がYouTubeチャンネル「ビジネスおたくチャンネル」にゲスト出演いたしました | INTLOOP株式会社,https://www.willgate.co.jp/socialselling/,2025-02-20 06:23:00,2026-02-03 20:28:32,139.7167019600451
goodpatch.com,67.0,26615,メディア/ブログ,0,1,plan-b,https://goodpatch.com/blog/web-design-company,Web制作会社のおすすめ17選！会社選びのコツもグッドパッチが解説｜Goodpatch Blog グッドパッチブログ,https://www.plan-b.co.jp/,2025-06-29 08:39:23,2026-02-23 17:46:23,139.09463390884915
dodadsj.com,59.0,101631,メディア/ブログ,3,3,willgate,https://www.dodadsj.com/content/210114_willgate/,経営危機から一転。価値観重視の採用とデジタル活用で、やる気と業績が高まる組織へ - d's JOURNAL（dsj）- 理想の人事へ、ショートカット,SEO,2021-11-04 05:48:21,2026-02-14 23:37:54,138.7645568625834
tokusengai.com,57.0,11908,メディア/ブログ,4,4,webmarks,https://tokusengai.com/_ct/17244548,【2026年版Excel初心者】「エクセル方眼紙の作り方」セルを1cm角の正方形にする方法～手書きフォーマットの作成にも役立つ！ | 特選街web,【2024年最新】Webマーケティングスクールおすすめランキング20選,2025-02-15 09:22:31,2026-02-27 03:38:41,138.692524847884
tetemarche.co.jp,64.0,71553,その他,1,1,plan-b,https://tetemarche.co.jp/news/tete-24081901,大阪オフィス開設のお知らせ　大阪のSNS担当者向けに無料セミナー実施 | テテマーチ株式会社,https://service.plan-b.co.jp/event/66021/?utm_source=co_tetemarche&utm_medium=referral&utm_campaign=20240827,2024-08-19 15:30:53,2026-02-21 15:10:40,138.58910384419178
seotimes.jp,49.0,17681,メディア/ブログ,7,7,"plan-b, webmarks, willgate",https://seotimes.jp/web-designer-company-list/,【最新版】おすすめのWeb制作会社一覧！特徴別にわけてご紹介します！｜SEOタイムズ,株式会社ウィルゲート,2025-05-18 02:33:24,2026-02-25 07:17:23,137.8901512259829
sungrove.co.jp,66.0,130500,その他,0,1,willgate,https://www.sungrove.co.jp/seo-writing/,SEOライティングとは？やり方、手順、コツを初心者向けに徹底解説,公式サイト：プロモニスタ】,2024-10-04 12:18:19,2026-02-11 10:44:04,137.8895680842754
1st-net.jp,57.0,2235,メディア/ブログ,4,9,"lany, plan-b, willgate",https://www.1st-net.jp/blog/osusume-seo-erabikata/,SEO対策会社おすすめ34選【全国版】失敗しない選び方【2025年版】 | ITキャピタル,https://lany.co.jp/,2025-09-02 14:11:23,2026-02-26 06:18:57,137.85622191713747
be-marke.jp,39.0,14568,その他,11,11,"lany, willgate",https://be-marke.jp/articles/interview-lany1,"“SEOおたく”が見つけたBtoBサイト成功のカギ～1,000のサイト分析から導き出した実践的ノウハウ｜BeMARKE（ビーマーケ）",BtoBに強い記事制作の方法は？目的や種類、SEOの外注先を選定するコツも解説,2025-02-18 10:33:16,2026-02-07 02:45:31,137.79332563132698
hiro-clinic.or.jp,63.0,756395,その他,1,1,webmarks,https://www.hiro-clinic.or.jp/hair-transplantation/news/webmarks/,「株式会社WEBMARKS」に掲載されました！,SEOも広告も学べるWebマーケティングスクール,2024-10-01 19:42:55,2026-02-11 06:17:29,137.7681601637726
girlschannel.net,63.0,538511,その他,1,1,webmarks,https://girlschannel.net/topics/5126377/,40代からの挑戦 | ガールズちゃんねる - Girls Channel -,出典：webmarks.co.jp,2025-10-03 11:57:25,2026-02-12 00:04:22,137.59828252972642
branding-works.jp,51.0,72584,メディア/ブログ,6,6,"lany, webmarks, willgate",https://www.branding-works.jp/seo/seo_company_reputation/,SEO会社の評判は本当？プロ目線で選ぶ優良会社とは？ | SEO支援のブランディングワークス,株式会社LANY（レイニー）,2025-07-04 14:13:33,2025-12-04 19:34:29,137.59625678394775
lumii.co.jp,51.0,38952,メディア/ブログ,6,6,"lany, plan-b, webmarks",https://lumii.co.jp/blog/youtube-consulting-company/,YouTubeコンサル会社おすすめ21選【2025年12月最新】 | 動画制作・映像制作なら株式会社Lumii,https://www.lany.co.jp/service/digitalmarketing/youtube-consulting,2025-10-17 02:40:01,2025-12-06 20:47:33,137.28505553507784
adviser-navi.co.jp,66.0,24004,その他,0,1,willgate,https://adviser-navi.co.jp/news38.php,弊社代表の平が「ビジネスおたくチャンネル」に出演しました。 - アドバイザーナビ株式会社 - ADVISER Navi,株式会社ウィルゲート,2024-05-28 15:10:26,2026-02-21 08:55:30,137.04300871048252
selva-i.co.jp,61.0,16856,その他,2,2,"webmarks, willgate",https://www.selva-i.co.jp/selecto/archives/7557,東京のおすすめSEOコンサル会社24選 | 失敗しない優良企業の見分け方も解説,https://www.willgate.co.jp/promonista/casestudy/,2025-11-12 18:30:11,2026-02-02 16:37:44,136.86626063989016
seminars.jp,61.0,15408,その他,2,2,webmarks,https://seminars.jp/media/387,【社会人向け】マーケティングスクール10校を比較！費用も紹介 | セミナーといえばセミナーズ,https://webmarks.co.jp/marketing-school/,2024-09-08 04:15:18,2026-01-02 09:28:19,136.82135351664093
find-model.jp,63.0,74345,企業サイト,1,1,plan-b,https://find-model.jp/seminar/detail/220,マーケ課題はInstagramで解決する Instagram徹底解説カンファレンス,plan-b,2025-02-10 11:31:22,2026-02-24 18:50:14,136.60824257542228
sitelike.org,66.0,6341,企業サイト,0,2,willgate,https://www.sitelike.org/similar/digitalidentity.co.jp/,Top 75 Sites like digitalidentity.co.jp – Similar Websites & Alternatives,promonista.com,2021-11-18 21:52:31,2026-02-22 21:04:31,136.37747472754916
mogwandogfood.co.jp,49.0,502,その他,7,7,plan-b,https://www.mogwandogfood.co.jp/media/mogwandogfood/index.html,メディア掲載実績,涙やけにおすすめのドッグフードランキング,2024-09-22 13:33:31,2026-02-14 03:19:00,136.11029508504987
sateraito.jp,58.0,16003,その他,3,3,willgate,http://www.sateraito.jp/partner/index.html,"Google Apps,AmazonEC2は、サテライトオフィス | Google App Engine | パートナー",株式会社ウィルゲート,2013-08-08 20:00:37,2026-02-24 20:23:12,135.84029698498858
seotools.jp,66.0,1495,その他,0,74,"lany, webmarks, willgate",https://seotools.jp/news/id_000000317.000071062.html,【無料共催ウェビナー】生成AI検索時代のLLMO最前線：市場の潮流とサイト最適化戦略（LANY×株式会社オプト）を8/21（木）に開催｜SEOTOOLSニュース,https://lany.co.jp/,2025-08-07 03:36:51,2025-11-15 19:53:25,135.6552750792672
kigyolog.com,65.0,53521,その他,0,1,willgate,https://kigyolog.com/article.php?id=1808,M&A仲介とは？スタートアップが選ぶべき仲介会社や注意点も解説 - 起業ログ,株式会社ウィルゲート,2025-01-24 21:06:21,2026-02-20 12:45:13,135.44392403165583
doda-x.jp,60.0,37969,教育機関,2,2,plan-b,https://doda-x.jp/service/headhunting/business/,ヘッドハンティング企業一覧 | ハイクラス転職ならdoda X（デューダエックス）,https://www.plan-b.co.jp/privacy_policy/,2025-07-31 13:03:28,2026-02-17 03:57:40,135.27227582661294
itpropartners.com,60.0,35945,メディア/ブログ,2,2,webmarks,https://itpropartners.com/blog/16179/,マーケターの仕事内容とは？向いている人の特徴や年収、必要スキル - ITプロマガジン,WEBMARKS,2023-09-06 08:54:45,2025-12-11 12:03:24,135.244886545656
caliberelectronics.com,48.0,1897,メディア/ブログ,7,7,"lany, plan-b",https://www.caliberelectronics.com/category/monetize-blog/,ブログアフィリエイトで月5万円稼ぐ – ブログフェニックス,【完全版】トピッククラスターモデルとは？作り方とSEO的メリットを徹底解説,2025-09-25 13:09:34,2026-02-20 21:02:40,134.77427798958493
onjin.co.jp,53.0,1119,メディア/ブログ,5,5,"lany, plan-b, willgate",https://onjin.co.jp/blog/seo-company,【代表厳選】おすすめのSEO対策コンサルティング会社と失敗しない選び方 | 株式会社オンジン,https://lany.co.jp/,2024-06-12 21:14:33,2026-02-26 13:48:22,134.51054198214456
phpcon.php.gr.jp,61.0,91,テック/開発者,2,2,willgate,https://phpcon.php.gr.jp/2023/,PHP Conference Japan 2023,株式会社ウィルゲート,2023-08-07 18:41:30,2026-02-24 21:19:39,134.26089428852453
mikiwame.com,52.0,25458,その他,5,5,"webmarks, willgate",https://mikiwame.com/lab/entry/hakurankai220726-07/,「急成長ベンチャーに聞く、採用力の秘訣」ご講演者：株式会社マネーフォワード/石原 千亜希氏、株式会社ウィルゲート/吉岡 諒氏【みんなのHR博覧会 byミキワメ】｜ミキワメラボ,M&A事業,2024-12-11 04:09:20,2025-12-14 12:22:51,134.07241229702115
crexia.co.jp,57.0,23485,その他,3,12,"lany, plan-b, webmarks, willgate",https://crexia.co.jp/article/26814/,LLMO対策会社おすすめ10選！選び方や依頼するメリットを解説 - BizTech Select by CREXiA,株式会社LANYの公式サイトはこちら,2025-08-29 06:22:53,2026-02-26 03:26:07,134.03207988896253
cscloud.co.jp,62.0,12994,その他,1,1,willgate,https://www.cscloud.co.jp/dx-security/member/,DX-賛同企業一覧 | 株式会社サイバーセキュリティクラウド,株式会社ウィルゲート,2024-08-13 07:39:54,2026-02-20 20:54:25,133.73615997353778
reform.ebisu-fudousan.com,59.0,93988,メディア/ブログ,2,2,webmarks,https://reform.ebisu-fudousan.com/blog/6134.html,恵比寿不動産×リフォームのおすすめメディア・サービス・企業 | 東京・千葉・埼玉・神奈川のリフォームなら恵比寿不動産のリフォーム,WEBMARKS,2024-10-24 10:49:36,2026-02-16 08:14:08,133.725466516564
funfunjp.com,50.0,1265,メディア/ブログ,6,6,plan-b,https://funfunjp.com/swell-seo,SWELLがSEOに強い10の理由｜どのテーマも同じではない！,>>トピッククラスターの詳細に関してはこちら（外部リンク）,2023-02-20 02:13:02,2026-01-18 14:06:22,133.57180880135206
insights.amana.jp,62.0,8579,メディア/ブログ,1,1,willgate,https://insights.amana.jp/article/40734/,タクシー乗車時間を特別な体験に。タクシーメディア「TOKYO PRIME」が変えたユーザー体験,ウィルゲート,2024-11-14 19:21:58,2026-02-26 04:53:07,133.528594596241
freelance.indieverse.co.jp,52.0,6966,その他,5,5,webmarks,https://freelance.indieverse.co.jp/media/marketing-school-reputation/webmarks-review,WEBMARKS（ウェブマークス）の口コミ・評判は？料金プランや注意点も解説 - インディバースフリーランスメディア,WEBMARKS,2025-03-13 21:27:03,2026-02-20 07:55:57,133.42446999751508
kwm.co.jp,54.0,40532,メディア/ブログ,4,4,lany,https://www.kwm.co.jp/blog/seminar/20250715/,【開催終了】／AI Overviewsが検索体験に及ぼす影響とは？独自データ×討論から導くSEOの未来（無料オンラインセミナー）｜株式会社キーワードマーケティング,詳細はこちら,2025-07-02 23:44:44,2026-02-14 14:54:08,133.30493586806404
vectorinc.co.jp,64.0,35399,メディア/ブログ,0,4,webmarks,https://vectorinc.co.jp/groupservice/webcoach-career/web-marketing/4702/,フリーランス志望の人向けのWEBマーケティングスクールを厳選して３つ紹介！,WEBMARKS,2025-03-13 22:19:03,2026-01-01 18:24:20,133.23723354956093
sedesign.co.jp,49.0,27072,その他,6,6,"lany, plan-b",https://www.sedesign.co.jp/marketing-blog/llmo-countermeasures-consulting-company,LLMO診断・対策のコンサルティングがお願いできるおすすめの会社8選！選び方や注意点も解説,https://lany.co.jp/,2025-12-11 17:03:49,2026-02-25 06:06:43,133.103146100129
virtualoffice1.jp,59.0,12519,メディア/ブログ,2,3,webmarks,https://virtualoffice1.jp/kigyo_blog/freelance-woman/,女性フリーランスにおすすめの在宅の仕事10選！未経験でも始めやすい仕事や案件獲得方法についても解説 | 東京の人気格安バーチャルオフィス【翌年基本料 月額0円(無料)～】バーチャルオフィス1公式(渋谷・千代田・広島),WEBMARKS,2024-10-07 07:34:40,2026-01-05 15:14:45,132.71754132232707
jp.can-ly.com,54.0,11694,メディア/ブログ,4,4,willgate,https://jp.can-ly.com/column/gpb/google-business-profile-instagram/,Googleマイビジネスはインスタと連携できる？SNSと連携するメリットも解説｜カンリー,https://promonista.com/siteflow-2/,2022-07-29 18:33:40,2025-12-25 21:15:52,132.68345833950914
jetrank.com,62.0,761,その他,1,2,plan-b,https://jetrank.com/seo-services/,Best SEO Company | Top Digital Marketing & SEO Services,Website,2025-01-18 10:58:25,2026-02-26 20:33:40,132.31797327784332
osoujikakumei.jp,61.0,36453,企業サイト,1,1,plan-b,https://www.osoujikakumei.jp/company/media,メディア掲載実績｜テレビ・新聞・雑誌など多数掲載！安心と信頼の【おそうじ革命】,カジナビ,2026-01-08 02:14:11,2026-02-25 21:32:08,132.25190323539243
uneidou.theletter.jp,61.0,33415,その他,1,1,lany,https://uneidou.theletter.jp/posts/10771723-e03c-42de-9266-f7a55c624a9c,【毎日堂　その3278】忙しいのに儲からない・悪徳×4、など。 | 毎日堂　月～金の朝7時に届くWebマーケ関連のニュースレター,https://www.lany.co.jp/blog/openai-ads,2026-01-22 10:43:40,2026-02-09 02:36:19,132.2083950530885
ayohata.theletter.jp,61.0,33415,メディア/ブログ,1,1,lany,https://ayohata.theletter.jp/posts/74686600-c060-11f0-8a38-f5ae06a59565,Time誌 読者との交流を変革するAIエージェントを発表 Publidia #234 | Publidia,(株式会社LANY),2025-11-29 06:28:48,2026-02-17 14:00:37,132.2083950530885
makusan.ne.jp,59.0,4046,その他,2,2,lany,https://makusan.ne.jp/makusan/,マクサン公式サイト | ブログ・SNSでの成功をめざす副業サロン,株式会社LANY,2025-08-26 09:59:17,2026-02-27 06:37:27,132.15286557243792
straightpress.jp,64.0,3987,その他,0,19,"lany, webmarks, willgate",https://straightpress.jp/company_news/detail?pr=000000309.000071062,【無料共催ウェビナー】SEOの未来はどうなる？AI検索時代の新たな潮流 “LLMO”━━8万件超の調査から見えた、評価ロジックと最適化戦略を8/7(木）に開催 - STRAIGHT PRESS[ストレートプレス],https://lany.co.jp/seo/mailmag/,2025-09-09 16:20:04,2025-12-18 18:04:36,132.14552256554086
ma-gate.com,41.0,0,その他,10,10,willgate,http://ma-gate.com/,,,2024-12-09 19:16:58,2026-02-24 19:54:18,132.0
e-estate.jp,61.0,14662,メディア/ブログ,1,1,webmarks,https://e-estate.jp/media/estate-sale/blog/1697/,【マンションオーナーは儲からない？】メリット・デメリットや経営の仕組み、収入例を徹底解説 - GMO不動産査定,副業獲得数No.1 WEBマーケティングスクール｜超実践SEO&広告講座WEBMARKS,2025-10-09 23:23:32,2026-02-26 05:17:26,131.79654129648856
security-next.com,61.0,11162,メディア/ブログ,1,1,willgate,https://www.security-next.com/034674,【セキュリティ ニュース】社内メーリングリストに無関係のアドレス、顧客情報が流出 - 生保相談サービス（1ページ目 / 全1ページ）：Security NEXT,ウィルゲート,2021-10-14 07:13:31,2026-02-16 08:18:19,131.66018000850738
sankoudesign.com,58.0,75816,その他,2,2,plan-b,https://sankoudesign.com/category/pagetop/,ページトップ | SANKOU! | Webデザインギャラリー･参考サイト集,RECRUIT 2019 株式会社PLAN-B RECRUIT 2019 株式会社PLAN-B,2021-09-03 01:29:54,2026-02-24 03:19:34,131.61803891044553
